Company,Order Plant,Release Plant,Site Name,Region,OrderDate,OrderType,OrderNum,OrderLine,OrderRelNum,CustID,Name,CreditHold,PartNum,SellingReqQty,PackNum,ShipDate,TripNum,Nopol,Driver,ShipToNum,ShipToName,ShipToCity,Plant Coordinate,Cust. Coordinate,Distance KM,NP LL,NP SiteID,NP Site,Distance KM Nearest,NP Gap,EntryPerson,Created User,Status,Status SCM
SIG,SIG004,SIG004,Bandar Lampung,Sumatra,27/03/2025,TO,506577,1,1,594589,PT Wibisono Maryati,Aging Hold,CYOXGFMR0522375,57,731616,04/04/2025,SIG004-992096,D 5322 XY,Ade Waskita,,,,"-5.3971, 105.2668","-7.091336, 111.623997",730.278657,"-5.637619, 115.376814",SIG007,Pontianak,446.724051,283.554606,Aisyah,EMP100002,Allocated,4. Allocated
SIG,SIG009,SIG009,Bekasi,Jawa,15/02/2025,SO,506578,1,1,608370,UD Latupono,No Hold,CYOXGFMR0994201,59,718022,20/02/2025,SIG009-721106,L 2931 YZ,Sakura Saputra,1,PT Siregar Sinaga (Persero) Tbk,Jambi,"-6.2416, 106.9924","-1.4852, 102.4381",730.95831,"-0.572311, 107.212929",SIG011,Malang,539.605632,191.352678,Daliono,EMP100011,Order Closed - Not Shipped,7. Closed
SIG,SIG016,SIG016,Padang,Sumatra,27/02/2025,TO,506579,1,1,362321,Perum Sitompul (Persero) Tbk,Aging Hold,CYOXGFMR0676577,39,947500,28/02/2025,SIG016-422834,AB 4301 ZZ,Ir. Jinawi Ramadan,4,UD Waskita,Palembang,"-0.9471, 100.4172","-2.9909, 104.7566",532.424265,"1.356634, 106.303515",SIG003,Bandung,512.214162,20.210103,Banara,EMP100005,Shipped,6. Shipped
SGI,SGI010,SGI010,Semarang,Jawa,06/05/2025,SO,506580,1,1,699658,Perum Lailasari Agustina,Aging Hold,CYOXGFMR0589246,79,718516,10/05/2025,SGI010-852283,L 7809 XY,Kamila Hasanah,,,,"-6.9667, 110.4167","-6.907082, 110.762626",38.963886,"-4.111081, 108.417627",SGI001,Jakarta,405.060867,-366.096981,Irnanto,EMP100006,Order Closed - Not Shipped,7. Closed
SGI,SGI007,SGI007,Malang,Jawa,10/04/2025,SO,506581,1,1,995353,UD Aryani Puspasari,No Hold,CYOXGFMR0333458,69,630982,15/04/2025,SGI007-863575,B 3915 XY,Ir. Lintang Megantara,,,,"-7.9797, 112.6304","-3.429615, 119.072181",875.422146,"0.138253, 119.574037",SGI002,Padang,399.932001,475.490145,Cahyo,EMP100014,Open Order,1. Open Order
SIG,SIG003,SIG003,Palembang,Sumatra,17/01/2025,TO,506582,1,1,830547,Perum Mandala Rahmawati Tbk,No Hold,CYOXGFMR0849005,48,480921,21/01/2025,SIG003-103765,D 2895 ZZ,Cemani Susanti,,,,"-2.9909, 104.7566","0.576879, 118.648232",1592.014281,"-3.591221, 119.080339",SIG008,Semarang,465.138618,1126.875663,Irnanto,EMP100006,Order Closed - Not Shipped,7. Closed
SGI,SGI003,SGI003,Kendari,Sulawesi,11/12/2025,SO,506583,1,1,497104,UD Januar,Credit Hold,CYOXGFMR0817575,15,535319,20/12/2025,SGI003-707329,L 9995 YZ,dr. Rachel Permata,5,UD Hutagalung Novitasari,Palu,"-3.9766, 122.5151","-0.8917, 119.8707",451.013313,"0.190035, 116.187945",SGI015,Yogyakarta,426.055518,24.957795,Lukman,EMP100001,Shipped,6. Shipped
SIG,SIG005,SIG005,Bekasi,Jawa,09/02/2025,SO,506584,1,1,253209,CV Sitorus Mandasari Tbk,Aging Hold,CYOXGFMR0991482,38,286577,12/02/2025,SIG005-517746,D 8302 ZZ,Maida Nasyidah,2,UD Sitorus Tbk,Surabaya,"-6.2416, 106.9924","-7.2504, 112.7688",650.884908,"0.043168, 118.4673",SIG013,Palembang,1027.389027,-376.504119,Banara,EMP100005,Order Closed - Not Shipped,7. Closed
SGI,SGI005,SGI005,Manado,Sulawesi,30/11/2025,TO,506585,1,1,817867,UD Agustina Yolanda (Persero) Tbk,Aging Hold,CYOXGFMR0577554,83,823084,2/12/2025,SGI005-739794,AB 5082 ZZ,Oliva Siregar,,,,"1.4748, 124.8421","-4.98852, 106.86836",2120.157609,"0.129537, 108.178362",SGI005,Bekasi,586.41855,1533.739059,Pranata,EMP100010,Allocated,4. Allocated
SGI,SGI013,SGI013,Pontianak,Kalimantan,19/04/2025,TO,506586,1,1,151188,PD Kuswandari,No Hold,CYOXGFMR0553144,87,835149,21/04/2025,SGI013-424809,D 9857 ZZ,Kani Sihombing,1,CV Maheswara (Persero) Tbk,Manado,"0.0263, 109.3425","1.4748, 124.8421",1727.952207,"-6.780847, 118.009693",SGI018,Manado,1189.501086,538.451121,Endra,EMP100004,Order Closed - Not Shipped,7. Closed
SIG,SIG019,SIG019,Padang,Sumatra,06/10/2025,SO,506587,1,1,720830,CV Winarsih Maulana (Persero) Tbk,Credit Hold,CYOXGFMR0524642,88,683120,07/10/2025,SIG019-520414,D 8656 XY,"Ami Mahendra, S.IP",6,UD Palastri,Palembang,"-0.9471, 100.4172","-2.9909, 104.7566",532.424265,"-8.171008, 106.549451",SIG002,Denpasar,608.45649,-76.032225,Endra,EMP100004,Ready to Deliver,5. Ready to Deliver
SIG,SIG003,SIG003,Denpasar,Bali & Nusa Tenggara,19/07/2025,SO,506588,1,1,612551,CV Saptono,Credit Hold,CYOXGFMR0541956,77,140657,22/07/2025,SIG003-372398,D 9176 XY,"T. Lanjar Dongoran, M.Farm",,,,"-8.65, 115.2167","-7.184886, 112.513252",341.317119,"-4.655241, 117.126336",SIG012,Malang,583.987095,-242.669976,Samiah,EMP100012,Order Closed - Not Shipped,7. Closed
SGI,SGI015,SGI015,Denpasar,Bali & Nusa Tenggara,01/07/2025,TO,506589,1,1,452723,PT Zulaika Januar,No Hold,CYOXGFMR0972456,50,551629,04/07/2025,SGI015-728911,AB 1528 ZZ,Wani Hutapea,3,CV Purwanti Tbk,Palembang,"-8.65, 115.2167","-2.9909, 104.7566",1320.102687,"-5.842878, 110.511731",SGI004,Bandung,712.95633,607.146357,Lukman,EMP100001,Shipped,6. Shipped
SIG,SIG010,SIG010,Pekanbaru,Sumatra,18/03/2025,SO,506590,1,1,947032,PD Susanti,Credit Hold,CYOXGFMR0669949,95,208816,23/03/2025,SIG010-632425,D 8517 YZ,Drs. Cecep Wijayanti,,,,"0.5071, 101.4478","-5.93077, 109.397877",1135.513683,"-1.318093, 108.887537",SIG006,Jambi,515.131353,620.38233,Gandewa,EMP100000,Ready to Deliver,5. Ready to Deliver
SGI,SGI019,SGI019,Kendari,Sulawesi,25/10/2025,TO,506591,1,1,429964,PT Wijaya Rajasa Tbk,Credit Hold,CYOXGFMR0872852,38,587098,29/10/2025,SGI019-712677,AB 8497 YZ,Warji Lestari,9,UD Nurdiyanti Tbk,Malang,"-3.9766, 122.5151","-7.9797, 112.6304",1183.762275,"-1.987552, 107.931653",SGI018,Denpasar,845.234697,338.527578,Gandewa,EMP100000,Ready to Deliver,5. Ready to Deliver
SIG,SIG017,SIG017,Samarinda,Kalimantan,23/08/2025,TO,506592,1,1,554781,Perum Thamrin Tbk,Aging Hold,CYOXGFMR0906504,55,752985,25/08/2025,SIG017-974358,D 7992 ZZ,"Ir. Ayu Novitasari, M.Kom.",,,,"-0.5022, 117.1536","-5.562232, 116.91623",562.281267,"-6.093469, 106.89215",SIG010,Palangkaraya,1114.234317,-551.95305,Irnanto,EMP100006,Ready to Deliver,5. Ready to Deliver
SIG,SIG010,SIG010,Jambi,Sumatra,21/04/2025,SO,506593,1,1,907988,UD Marpaung (Persero) Tbk,No Hold,CYOXGFMR0402276,6,790374,30/04/2025,SIG010-156655,AB 4678 XY,Bagiya Hidayat,,,,"-1.4852, 102.4381","-6.854536, 117.65864",1791.522795,"-3.37169, 112.59596",SIG003,Palangkaraya,682.094223,1109.428572,Harto,EMP100013,Order Closed - Not Shipped,7. Closed
SGI,SGI017,SGI017,Tangerang,Jawa,19/05/2025,TO,506594,1,1,592152,CV Nashiruddin Simbolon Tbk,Credit Hold,CYOXGFMR0945586,19,359232,23/05/2025,SGI017-165691,D 3298 YZ,Dr. Vivi Najmudin,,,,"-6.1702, 106.6415","-5.051144, 112.990394",715.590582,"-6.977079, 106.74419",SGI016,Jakarta,725.538402,-9.94782,Pranata,EMP100010,Shipped,6. Shipped
SGI,SGI003,SGI003,Samarinda,Kalimantan,07/01/2025,TO,506595,1,1,714408,CV Saputra Yuliarti,Credit Hold,CYOXGFMR0691112,37,410644,11/01/2025,SGI003-560226,B 2848 YZ,Citra Pratiwi,,,,"-0.5022, 117.1536","-5.461765, 119.12827",592.542531,"-5.200282, 112.420735",SGI013,Kupang,745.10193,-152.559399,Ayu,EMP100008,Ready to Deliver,5. Ready to Deliver
SIG,SIG012,SIG012,Samarinda,Kalimantan,27/06/2025,SO,506596,1,1,529653,CV Wijayanti,No Hold,CYOXGFMR0459994,36,812318,01/07/2025,SIG012-641771,L 4033 ZZ,Saiful Aryani,,,,"-0.5022, 117.1536","-5.709945, 113.448432",709.435743,"-3.217092, 109.563584",SIG020,Jakarta,512.362791,197.072952,Pranata,EMP100010,Order Released,3. Order Released
SIG,SIG013,SIG013,Depok,Jawa,09/04/2025,TO,506597,1,1,466538,Perum Saputra (Persero) Tbk,Credit Hold,CYOXGFMR0537124,24,185857,12/04/2025,SIG013-531740,D 5344 ZZ,Nova Purnawati,10,PT Sinaga Sihombing,Jambi,"-6.4025, 106.7942","-1.4852, 102.4381",729.190191,"-4.734309, 108.909473",SIG015,Palembang,803.776308,-74.586117,Harto,EMP100013,Credit/Aging Hold,2. Credit/Aging Hold
SGI,SGI007,SGI007,Mataram,Bali & Nusa Tenggara,28/08/2025,SO,506598,1,1,874000,UD Wibowo (Persero) Tbk,No Hold,CYOXGFMR0708678,59,329419,06/09/2025,SGI007-845023,L 2507 ZZ,"Kala Simbolon, S.Gz",,,,"-8.5833, 116.1167","-7.485753, 113.137555",352.412568,"0.921806, 107.543375",SGI018,Makassar,1120.945599,-768.533031,Harto,EMP100013,Shipped,6. Shipped
SGI,SGI002,SGI002,Palu,Sulawesi,31/03/2025,SO,506599,1,1,555860,PT Suwarno Yuliarti Tbk,Aging Hold,CYOXGFMR0079503,54,978079,04/04/2025,SGI002-815794,B 3755 ZZ,Raisa Fujiati,,,,"-0.8917, 119.8707","-7.097909, 113.882261",957.296523,"0.049146, 106.412196",SGI010,Semarang,1147.561068,-190.264545,Aisyah,EMP100002,Shipped,6. Shipped
SGI,SGI018,SGI018,Bandung,Jawa,11/08/2025,SO,506600,1,1,460861,PD Pradana,Aging Hold,CYOXGFMR0091285,64,551013,15/08/2025,SGI018-205892,D 8769 YZ,Budi Nasyidah,,,,"-6.9175, 107.6191","-3.141278, 115.193147",939.417087,"-1.202031, 118.957968",SGI019,Kendari,470.076231,469.340856,Daliono,EMP100011,Shipped,6. Shipped
SIG,SIG019,SIG019,Depok,Jawa,07/04/2025,SO,506601,1,1,381793,CV Lestari Pangestu (Persero) Tbk,No Hold,CYOXGFMR0683151,16,913969,08/04/2025,SIG019-853320,B 3282 ZZ,Dr. Winda Sitorus,9,UD Safitri Pradana,Surabaya,"-6.4025, 106.7942","-7.2504, 112.7688",669.825726,"-2.632163, 116.27039",SIG008,Manado,643.314153,26.511573,Harto,EMP100013,Ready to Deliver,5. Ready to Deliver
SGI,SGI004,SGI004,Samarinda,Kalimantan,03/06/2025,SO,506602,1,1,108256,UD Sinaga,Credit Hold,CYOXGFMR0216768,8,964917,04/06/2025,SGI004-154162,L 7172 ZZ,Cinthia Damanik,,,,"-0.5022, 117.1536","-4.237215, 119.185277",471.953019,"-5.101608, 116.715095",SGI020,Pontianak,290.493105,181.459914,Banara,EMP100005,Shipped,6. Shipped
SIG,SIG009,SIG009,Kupang,Bali & Nusa Tenggara,23/02/2025,TO,506603,1,1,719456,CV Wasita (Persero) Tbk,Aging Hold,CYOXGFMR0831654,37,558351,02/03/2025,SIG009-267535,L 8627 XY,Kania Laksmiwati,4,Perum Natsir,Tangerang,"-10.1772, 123.607","-6.1702, 106.6415",1934.982636,"-0.90498, 117.716866",SIG012,Palu,1361.216088,573.766548,Pranata,EMP100010,Credit/Aging Hold,2. Credit/Aging Hold
SGI,SGI008,SGI008,Tangerang,Jawa,22/02/2025,SO,506604,1,1,300751,Perum Wijaya Santoso,Aging Hold,CYOXGFMR0756778,45,433791,28/02/2025,SGI008-825211,L 9343 ZZ,Ajeng Adriansyah,7,Perum Halim Safitri,Denpasar,"-6.1702, 106.6415","-8.65, 115.2167",990.848049,"1.450482, 117.693982",SGI011,Jakarta,1154.38224,-163.534191,Samiah,EMP100012,Shipped,6. Shipped
SIG,SIG018,SIG018,Palu,Sulawesi,02/05/2025,SO,506605,1,1,998784,UD Napitupulu Tbk,No Hold,CYOXGFMR0649005,6,306216,06/05/2025,SIG018-182575,AB 9940 YZ,Raina Pranowo,4,UD Latupono,Denpasar,"-0.8917, 119.8707","-8.65, 115.2167",1004.233761,"-3.570889, 109.880918",SIG016,Surabaya,817.701258,186.532503,Mitra,EMP100003,Allocated,4. Allocated
SIG,SIG008,SIG008,Palangkaraya,Kalimantan,15/01/2025,TO,506606,1,1,505699,Perum Pudjiastuti (Persero) Tbk,Aging Hold,CYOXGFMR0271614,73,175537,18/01/2025,SIG008-757832,B 2556 ZZ,Gabriella Handayani,,,,"-2.2096, 113.9145","-5.224227, 106.719611",865.902453,"-5.184648, 111.238711",SIG009,Palembang,501.639303,364.26315,Endra,EMP100004,Credit/Aging Hold,2. Credit/Aging Hold
SIG,SIG007,SIG007,Pontianak,Kalimantan,30/09/2025,TO,506607,1,1,111730,Perum Mandasari,Aging Hold,CYOXGFMR0531663,85,827218,07/10/2025,SIG007-953214,AB 8360 XY,Tgk. Nilam Budiman,8,UD Laksmiwati,Medan,"0.0263, 109.3425","3.5952, 98.6722",1248.897297,"-7.657943, 117.353898",SIG005,Surabaya,2420.815761,-1171.918464,Wage,EMP100007,Shipped,6. Shipped
SGI,SGI013,SGI013,Palu,Sulawesi,17/06/2025,SO,506608,1,1,639819,Perum Purnawati,Aging Hold,CYOXGFMR0905171,76,723586,27/06/2025,SGI013-373564,AB 2117 XY,Ida Kusmawati,4,PT Utama Halim,Medan,"-0.8917, 119.8707","3.5952, 98.6722",2405.164539,"-7.568923, 118.116983",SGI010,Pontianak,2488.820133,-83.655594,Ayu,EMP100008,Shipped,6. Shipped
SIG,SIG015,SIG015,Kupang,Bali & Nusa Tenggara,30/09/2025,TO,506609,1,1,392149,PD Kuswandari Pratiwi Tbk,No Hold,CYOXGFMR0910753,69,787119,08/10/2025,SIG015-125390,AB 6216 ZZ,"Zulfa Sihotang, S.I.Kom",,,,"-10.1772, 123.607","-4.567993, 112.615012",1369.791282,"-6.353347, 119.74573",SIG007,Balikpapan,815.941575,553.849707,Aisyah,EMP100002,Order Released,3. Order Released
SGI,SGI001,SGI001,Surabaya,Jawa,05/05/2025,TO,506610,1,1,682422,Perum Hastuti Tbk,Credit Hold,CYOXGFMR0260437,42,359056,15/05/2025,SGI001-423429,D 5881 YZ,"Ir. Harimurti Jailani, S.Pt",8,CV Suryatmi Pangestu Tbk,Bandar Lampung,"-7.2504, 112.7688","-5.3971, 105.2668",857.75583,"-2.215246, 113.112962",SGI013,Pontianak,939.813135,-82.057305,Mitra,EMP100003,Credit/Aging Hold,2. Credit/Aging Hold
SGI,SGI011,SGI011,Pekanbaru,Sumatra,26/12/2025,SO,506611,1,1,254798,PD Haryanti Tbk,Aging Hold,CYOXGFMR0947361,88,867404,31/12/2025,SGI011-336198,D 5886 YZ,Iriana Nuraini,,,,"0.5071, 101.4478","-7.618406, 108.778678",1214.756028,"-4.757134, 111.156897",SGI020,Kupang,412.985712,801.770316,Irnanto,EMP100006,Allocated,4. Allocated
SGI,SGI008,SGI008,Surabaya,Jawa,27/05/2025,SO,506612,1,1,603496,Perum Nainggolan (Persero) Tbk,Aging Hold,CYOXGFMR0063716,88,109301,29/05/2025,SGI008-558758,L 7008 XY,Cut Putri Budiman,,,,"-7.2504, 112.7688","0.065094, 106.458783",1072.358679,"-8.493713, 114.823838",SGI008,Malang,1328.421582,-256.062903,Daliono,EMP100011,Open Order,1. Open Order
SIG,SIG015,SIG015,Tangerang,Jawa,14/04/2025,SO,506613,1,1,882405,UD Nuraini Hidayat,Aging Hold,CYOXGFMR0809274,56,963728,24/04/2025,SIG015-478497,B 6371 XY,"Chelsea Tampubolon, S.H.",10,PD Natsir Anggraini,Denpasar,"-6.1702, 106.6415","-8.65, 115.2167",990.848049,"1.452256, 106.822375",SIG020,Kendari,1457.951367,-467.103318,Samiah,EMP100012,Shipped,6. Shipped
SIG,SIG002,SIG002,Depok,Jawa,17/06/2025,SO,506614,1,1,566339,Perum Waluyo Mansur,Aging Hold,CYOXGFMR0791156,5,787946,19/06/2025,SIG002-668944,AB 9831 XY,Galur Halim,,,,"-6.4025, 106.7942","-7.143431, 116.656515",1097.801988,"-7.274231, 109.59471",SIG015,Kupang,783.994776,313.807212,Daliono,EMP100011,Order Released,3. Order Released
SGI,SGI018,SGI018,Samarinda,Kalimantan,02/10/2025,SO,506615,1,1,979572,Perum Lestari,Credit Hold,CYOXGFMR0739531,68,770471,11/10/2025,SGI018-133742,D 8509 XY,R. Jaya Nasyidah,10,Perum Damanik Pudjiastuti Tbk,Bandung,"-0.5022, 117.1536","-6.9175, 107.6191",1275.596016,"-1.164209, 115.475332",SGI017,Pekanbaru,1080.872934,194.723082,Samiah,EMP100012,Open Order,1. Open Order
SGI,SGI012,SGI012,Depok,Jawa,29/06/2025,SO,506616,1,1,957166,PT Anggriawan (Persero) Tbk,No Hold,CYOXGFMR0040124,8,171073,09/07/2025,SGI012-155491,B 5911 ZZ,Anita Pangestu,,,,"-6.4025, 106.7942","-4.759286, 115.590946",993.328455,"-4.52668, 107.195304",SGI006,Mataram,932.273904,61.054551,Daliono,EMP100011,Order Closed - Not Shipped,7. Closed
SGI,SGI012,SGI012,Pekanbaru,Sumatra,04/12/2025,TO,506617,1,1,247242,Perum Lailasari (Persero) Tbk,Credit Hold,CYOXGFMR0940506,81,468506,14/12/2025,SGI012-802758,B 1825 XY,Adikara Rajasa,,,,"0.5071, 101.4478","-2.837438, 115.641689",1618.669377,"-1.413862, 115.6877",SGI009,Pontianak,158.099409,1460.569968,Harto,EMP100013,Shipped,6. Shipped
SIG,SIG006,SIG006,Bandar Lampung,Sumatra,31/07/2025,SO,506618,1,1,340281,UD Palastri (Persero) Tbk,Credit Hold,CYOXGFMR0132069,34,481492,03/08/2025,SIG006-935468,AB 5725 YZ,Hari Thamrin,,,,"-5.3971, 105.2668","-7.404241, 119.471685",1592.404668,"-4.387323, 111.473028",SIG011,Kendari,948.905922,643.498746,Banara,EMP100005,Ready to Deliver,5. Ready to Deliver
SGI,SGI005,SGI005,Jambi,Sumatra,16/07/2025,SO,506619,1,1,918913,PT Saptono Tbk,Aging Hold,CYOXGFMR0965591,49,924427,18/07/2025,SGI005-358154,AB 5183 YZ,Soleh Oktaviani,7,UD Oktaviani Novitasari,Surabaya,"-1.4852, 102.4381","-7.2504, 112.7688",1313.186277,"-7.764182, 113.95246",SGI017,Medan,143.229738,1169.956539,Daliono,EMP100011,Open Order,1. Open Order
SGI,SGI009,SGI009,Malang,Jawa,27/08/2025,SO,506620,1,1,711101,CV Maheswara Prasetya,Credit Hold,CYOXGFMR0222524,2,141565,31/08/2025,SGI009-495574,AB 3162 XY,Mila Nasyidah,9,PD Handayani Hassanah,Jakarta,"-7.9797, 112.6304","-6.2088, 106.8456",671.527023,"-7.928121, 110.435781",SGI004,Makassar,441.850596,229.676427,Harto,EMP100013,Shipped,6. Shipped
SIG,SIG003,SIG003,Manado,Sulawesi,29/03/2025,SO,506621,1,1,767041,PT Saputra Hassanah,Credit Hold,CYOXGFMR0118805,43,482898,06/04/2025,SIG003-989175,L 7004 XY,"Putri Kuswoyo, S.I.Kom",6,Perum Mahendra (Persero) Tbk,Depok,"1.4748, 124.8421","-6.4025, 106.7942",2185.822434,"-1.651983, 118.430892",SIG013,Bekasi,1395.16011,790.662324,Harto,EMP100013,Allocated,4. Allocated
SIG,SIG018,SIG018,Palu,Sulawesi,10/09/2025,TO,506622,1,1,871746,PD Uyainah Setiawan,No Hold,CYOXGFMR0283596,86,136683,18/09/2025,SIG018-807101,D 7228 XY,Mala Pratama,7,PD Rajata,Palu,"-0.8917, 119.8707","-0.8917, 119.8707",0,"-2.514099, 107.947668",SIG006,Balikpapan,1335.652788,-1335.652788,Samiah,EMP100012,Allocated,4. Allocated
SIG,SIG006,SIG006,Jakarta,Jawa,16/04/2025,SO,506623,1,1,734721,UD Waskita Tbk,Credit Hold,CYOXGFMR0110384,97,278576,21/04/2025,SIG006-597911,B 5354 YZ,Tgk. Latif Wijaya,,,,"-6.2088, 106.8456","-0.473825, 115.907255",1190.36067,"-5.390518, 113.545407",SIG020,Pekanbaru,605.455827,584.904843,Banara,EMP100005,Order Released,3. Order Released
SGI,SGI017,SGI017,Manado,Sulawesi,01/08/2025,SO,506624,1,1,737916,PT Situmorang (Persero) Tbk,No Hold,CYOXGFMR0172743,25,517162,03/08/2025,SGI017-995732,L 6782 ZZ,"Carla Susanti, M.TI.",,,,"1.4748, 124.8421","0.551723, 118.413964",720.842214,"-8.261341, 108.147127",SGI009,Palangkaraya,1501.900263,-781.058049,Samiah,EMP100012,Allocated,4. Allocated
SGI,SGI016,SGI016,Jakarta,Jawa,02/07/2025,SO,506625,1,1,943759,PT Lazuardi Zulkarnain Tbk,Credit Hold,CYOXGFMR0323344,35,100708,04/07/2025,SGI016-342582,D 2261 ZZ,Marsudi Saputra,7,PD Megantara Simanjuntak,Balikpapan,"-6.2088, 106.8456","-1.2654, 116.8312",1236.788085,"-4.648739, 114.733378",SGI002,Depok,441.883785,794.9043,Ayu,EMP100008,Ready to Deliver,5. Ready to Deliver
SGI,SGI004,SGI004,Palembang,Sumatra,30/01/2025,SO,506626,1,1,142353,UD Agustina,No Hold,CYOXGFMR0520142,36,781115,31/01/2025,SGI004-435217,L 6422 ZZ,Ifa Uyainah,,,,"-2.9909, 104.7566","-2.112703, 116.743057",1334.062935,"-1.890309, 119.835066",SGI010,Makassar,344.099667,989.963268,Lukman,EMP100001,Open Order,1. Open Order
SIG,SIG001,SIG001,Palangkaraya,Kalimantan,04/06/2025,TO,506627,1,1,891249,Perum Wijayanti Habibi (Persero) Tbk,Credit Hold,CYOXGFMR0286438,43,655779,07/06/2025,SIG001-793351,L 3075 YZ,Nurul Siregar,9,PD Utama Puspita (Persero) Tbk,Jambi,"-2.2096, 113.9145","-1.4852, 102.4381",1276.41564,"-3.218342, 108.287217",SIG017,Depok,677.154168,599.261472,Aisyah,EMP100002,Shipped,6. Shipped
SIG,SIG012,SIG012,Gorontalo,Sulawesi,25/07/2025,TO,506628,1,1,578769,CV Dabukke Tbk,No Hold,CYOXGFMR0647247,48,450121,29/07/2025,SIG012-487667,AB 6257 YZ,Adikara Sihotang,,,,"0.5372, 123.0615","-7.34505, 119.646155",953.530959,"-2.059572, 115.637198",SIG009,Manado,736.357794,217.173165,Ayu,EMP100008,Shipped,6. Shipped
SIG,SIG011,SIG011,Mataram,Bali & Nusa Tenggara,25/12/2025,SO,506629,1,1,987610,PT Wahyuni Widodo (Persero) Tbk,Credit Hold,CYOXGFMR0403788,56,995936,02/01/2026,SIG011-901653,B 1879 YZ,Wulan Setiawan,4,UD Budiman Aryani Tbk,Medan,"-8.5833, 116.1167","3.5952, 98.6722",2361.527109,"-3.349683, 109.315117",SIG011,Gorontalo,1410.630846,950.896263,Banara,EMP100005,Order Closed - Not Shipped,7. Closed
SIG,SIG014,SIG014,Palembang,Sumatra,20/09/2025,SO,506630,1,1,403154,UD Hastuti Tbk,Aging Hold,CYOXGFMR0497192,63,576505,25/09/2025,SIG014-373630,AB 1360 XY,"Capa Kurniawan, S.E.",8,PD Astuti Astuti Tbk,Jakarta,"-2.9909, 104.7566","-6.2088, 106.8456",425.852499,"-3.635782, 107.281194",SIG013,Denpasar,289.668819,136.18368,Mitra,EMP100003,Shipped,6. Shipped
SIG,SIG005,SIG005,Jakarta,Jawa,21/02/2025,TO,506631,1,1,473175,Perum Marbun Setiawan,No Hold,CYOXGFMR0989781,46,775730,22/02/2025,SIG005-561771,AB 8048 ZZ,Prima Nurdiyanti,10,PT Sinaga Uyainah,Kendari,"-6.2088, 106.8456","-3.9766, 122.5151",1756.874256,"-2.691615, 106.167092",SIG005,Gorontalo,1820.225841,-63.351585,Irnanto,EMP100006,Order Closed - Not Shipped,7. Closed
SIG,SIG019,SIG019,Kupang,Bali & Nusa Tenggara,05/03/2025,TO,506632,1,1,519324,UD Napitupulu Hassanah (Persero) Tbk,Aging Hold,CYOXGFMR0268307,6,303967,11/03/2025,SIG019-830587,L 3905 ZZ,"Puti Fitriani Suryatmi, S.Pt",9,Perum Wijayanti Tbk,Palangkaraya,"-10.1772, 123.607","-2.2096, 113.9145",1392.717,"-3.737583, 112.188085",SIG017,Padang,255.908391,1136.808609,Ayu,EMP100008,Credit/Aging Hold,2. Credit/Aging Hold
SGI,SGI007,SGI007,Surabaya,Jawa,28/08/2025,SO,506633,1,1,980152,CV Prasetyo Habibi,No Hold,CYOXGFMR0397494,41,972921,30/08/2025,SGI007-439697,D 1098 XY,Cager Marpaung,7,UD Situmorang,Medan,"-7.2504, 112.7688","3.5952, 98.6722",1974.244002,"1.202116, 109.971831",SGI011,Kendari,1282.07886,692.165142,Mitra,EMP100003,Order Closed - Not Shipped,7. Closed
SIG,SIG007,SIG007,Mataram,Bali & Nusa Tenggara,23/07/2025,TO,506634,1,1,813086,PD Nasyiah Suwarno Tbk,No Hold,CYOXGFMR0386154,34,429190,28/07/2025,SIG007-984566,L 3070 ZZ,"Drs. Kawaca Usada, S.H.",5,PD Purnawati Wijayanti Tbk,Kendari,"-8.5833, 116.1167","-3.9766, 122.5151",875.150418,"0.199187, 111.861734",SIG015,Kendari,1270.120386,-394.969968,Banara,EMP100005,Shipped,6. Shipped
SGI,SGI006,SGI006,Surabaya,Jawa,12/05/2025,TO,506635,1,1,204581,Perum Hassanah Natsir,No Hold,CYOXGFMR0781431,77,700127,13/05/2025,SGI006-906034,B 2933 YZ,Jessica Anggraini,,,,"-7.2504, 112.7688","-3.75674, 106.085081",837.132585,"0.531947, 114.760284",SGI006,Medan,1074.190845,-237.05826,Wage,EMP100007,Shipped,6. Shipped
SGI,SGI016,SGI016,Yogyakarta,Jawa,27/02/2025,SO,506636,1,1,989524,PT Uyainah Wijayanti,Aging Hold,CYOXGFMR0390142,28,745363,05/03/2025,SGI016-700226,B 9594 ZZ,Ir. Zelda Anggriawan,,,,"-7.7956, 110.3695","-7.719375, 114.442837",452.21955,"0.132379, 114.04993",SGI012,Palembang,872.635269,-420.415719,Banara,EMP100005,Shipped,6. Shipped
SGI,SGI012,SGI012,Jambi,Sumatra,30/07/2025,SO,506637,1,1,414912,UD Kuswandari Uyainah,No Hold,CYOXGFMR0858158,7,850833,05/08/2025,SGI012-331941,B 4167 ZZ,"Limar Latupono, S.I.Kom",1,PT Mustofa Tbk,Palembang,"-1.4852, 102.4381","-2.9909, 104.7566",306.861831,"-5.006145, 112.440693",SGI009,Medan,881.77956,-574.917729,Pranata,EMP100010,Order Released,3. Order Released
SGI,SGI006,SGI006,Palu,Sulawesi,21/12/2025,SO,506638,1,1,580896,Perum Susanti,No Hold,CYOXGFMR0154113,7,207468,27/12/2025,SGI006-115423,B 1360 XY,"Fitria Susanti, M.Pd",,,,"-0.8917, 119.8707","0.817148, 106.967066",1444.808745,"-7.414315, 117.563992",SGI005,Semarang,1489.435629,-44.626884,Lukman,EMP100001,Shipped,6. Shipped
